name,coordinates,address,local_government,annual_throughput,remarks,industrial_waste,resource_recovery,waste_for_processing,processing_method,facility_changes,industrial_waste_transport,reuse_and_repair_features
吉野広域行政組合吉野三町村クリーンセンター,"[141.691681, 43.599461]",北海道新十津川町吉野,吉野広域行政組合(奈良県),260,60,無し,60,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
南和広域美化センター,"[141.634888, 43.081894]",北海道南幌町南,南和広域衛生組合(奈良県),777,180,無し,180,粗大ごみ・不燃ごみ・資源ごみ,破砕,,機能なし
青岸エネルギーセンター,"[135.504883, 35.484779]",福井県高浜町青,和歌山市(和歌山県),0,,無し,,粗大ごみ・不燃ごみ,破砕,休止,機能なし
新宮市クリーンセンター,"[135.992538, 33.724136]",和歌山県新宮市,新宮市(和歌山県),47,47,無し,47,粗大ごみ,圧縮,,機能なし
有田周辺広域圏事務組合環境センター,"[140.057266, 36.243214]",茨城県筑西市有田,有田周辺広域圏事務組合(和歌山県),2404,300,無し,300,粗大ごみ・不燃ごみ,破砕,,機能なし
浜田市不燃ごみ処理場,"[132.080002, 34.899166]",島根県浜田市,浜田市(島根県),999,245,無し,245,粗大ごみ・不燃ごみ,破砕,,機能なし
平田不燃物処理センター,"[140.891754, 37.05761]",福島県いわき市平田町,出雲市(島根県),515,151,無し,151,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
出雲クリーンセンター,"[140.792984, 42.952175]",北海道倶知安町出雲,出雲市(島根県),3215,782,無し,782,粗大ごみ・不燃ごみ・資源ごみ,破砕,,機能なし
大田市不燃物処分場,"[132.499725, 35.192223]",島根県大田市,大田市(島根県),1099,278,無し,278,粗大ごみ・不燃ごみ,破砕,,機能なし
安来市高尾クリーンセンター,"[133.251099, 35.430935]",島根県安来市,安来市(島根県),774,619,無し,619,粗大ごみ,圧縮,,機能なし
安来市伯太農産廃棄物処理施設,"[133.277695, 35.381493]",島根県安来市伯太町安田,安来市(島根県),37,30,無し,30,資源ごみ,圧縮,,機能なし
島の星クリーンセンター,"[140.270279, 38.359482]",山形県寒河江市大字島,江津市(島根県),395,206,無し,206,粗大ごみ・不燃ごみ,圧縮,,機能なし
海士町リサイクルセンター,"[136.916885, 37.84993]",石川県輪島市海士町,海士町(島根県),104,,無し,,粗大ごみ・不燃ごみ・資源ごみ,圧縮,,機能なし
岡山市東部リサイクルプラザ,"[134.029465, 34.651375]",岡山県岡山市東区,岡山市(岡山県),6171.88,2003.33,無し,2003.33,粗大ごみ・不燃ごみ・資源ごみ,破砕,,機能なし
岡山市西部リサイクルプラザ,"[133.919754, 34.655186]",岡山県岡山市,岡山市(岡山県),3692,2315,無し,2315,粗大ごみ・不燃ごみ,破砕,,機能なし
倉敷市東部粗大ごみ処理場,"[133.777313, 34.596062]",岡山県倉敷市東町,倉敷市(岡山県),3961,801,無し,801,粗大ごみ・不燃ごみ,破砕,,機能なし
玉野市粗大ごみ処理施設,"[133.945831, 34.491943]",岡山県玉野市,玉野市(岡山県),1277,,無し,,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
岡山県西部衛生施設組合井笠広域資源化センター,"[134.335693, 35.171764]",岡山県西粟倉,岡山県西部衛生施設組合(岡山県),2127,470,無し,470,粗大ごみ・不燃ごみ,併用,,機能なし
岡山県中部環境施設組合コスモスクリーンセンター粗大ごみ処理施設,"[133.935028, 34.661739]",岡山県,岡山県中部環境施設組合(岡山県),389,150,無し,150,粗大ごみ・不燃ごみ,破砕,,機能なし
吉備路クリーンセンター,"[135.789856, 34.446392]",奈良県高取町吉備,総社広域環境施設組合(岡山県),2444,715,無し,715,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
高梁地域事務組合クリーンセンター,"[133.616821, 34.790981]",岡山県高梁市,高梁地域事務組合(岡山県),687,243,無し,243,粗大ごみ・不燃ごみ,併用,,機能なし
津山圏域クリーンセンター,"[134.004532, 35.069126]",岡山県津山市,津山圏域資源循環施設組合(岡山県),3698,809,無し,809,粗大ごみ・不燃ごみ,破砕,,機能なし
広島市安佐南工場大型ごみ破砕処理施設,"[132.471664, 34.451942]",広島県広島市安佐南区,広島市(広島県),15348,2466,無し,2466,粗大ごみ,破砕,,機能なし
尾道市クリーンセンター,"[133.205627, 34.409161]",広島県尾道市,尾道市(広島県),5795,1037,無し,1037,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
尾道市因島リサイクルセンター,"[133.192078, 34.296787]",広島県尾道市因島三庄町,尾道市(広島県),685,267,無し,267,粗大ごみ・資源ごみ,併用,,機能なし
三次環境クリーンセンター,"[140.391602, 35.977203]",茨城県稲敷市三次,三次市(広島県),2507,927,無し,927,粗大ごみ・不燃ごみ・その他・資源ごみ,併用,,機能なし
廿日市市粗大ごみ処理施設(エコセンターはつかいち内),"[132.331451, 34.348637]",広島県廿日市市,廿日市市(広島県),0,0,無し,0,粗大ごみ,破砕,休止,機能なし
廿日市市大野清掃センター,"[132.201309, 34.302475]",広島県廿日市市大野,廿日市市(広島県),0,0,無し,0,粗大ごみ,破砕,休止,機能なし
廿日市市宮島粗大ごみ処理施設(宮島清掃センター内),"[132.301361, 34.312817]",広島県廿日市市宮島口,廿日市市(広島県),22,,無し,,粗大ごみ,破砕,,機能なし
江田島市環境センター(粗大),"[132.462204, 34.174969]",広島県江田島市,江田島市(広島県),1167,222,無し,222,粗大ごみ,破砕,,機能なし
安芸クリーンセンター,"[132.525558, 34.371666]",広島県広島市安芸区,安芸地区衛生施設管理組合(広島県),2679,,無し,,粗大ごみ,破砕,,機能なし
賀茂環境センター(粗大ごみ処理施設),"[132.976257, 34.570347]",広島県世羅町賀茂,広島中央環境衛生組合(広島県),4199,1667,無し,1667,粗大ごみ・不燃ごみ・その他・資源ごみ,併用,,機能なし
奥山工場,"[140.167114, 35.877464]",茨城県利根町奥山,下関市(山口県),11102,,有り,,粗大ごみ・可燃ごみ,破砕,,機能なし
下関市リサイクルプラザ,"[130.940964, 33.957287]",山口県下関市,下関市(山口県),2760,812,無し,812,粗大ごみ・不燃ごみ,破砕,,修理・展示・販売
宇部市リサイクルプラザ(粗大ごみライン),"[131.247314, 33.951824]",山口県宇部市,宇部市(山口県),3248,787,無し,787,粗大ごみ・不燃ごみ,併用,,修理・展示・販売・譲渡
大井不燃物埋立処分場,"[140.138107, 36.011585]",茨城県つくば市大井,萩市(山口県),1432,194,無し,194,粗大ごみ・不燃ごみ,破砕,,機能なし
防府市クリーンセンターリサイクル施設,"[131.562775, 34.051945]",山口県防府市,防府市(山口県),2456,871,無し,871,粗大ごみ・不燃ごみ,破砕,,修理・展示・譲渡
長門市清掃工場,"[131.182617, 34.37056]",山口県長門市,長門市(山口県),988,206,有り,206,粗大ごみ・不燃ごみ,併用,,機能なし
周南市熊毛粗大ごみリサイクル施設,"[131.968933, 34.049019]",山口県周南市熊毛中央町,周南市(山口県),0,0,無し,0,粗大ごみ,破砕,休止,機能なし
山陽小野田市環境衛生センター,"[131.181808, 34.003166]",山口県山陽小野田市,山陽小野田市(山口県),1965,245,無し,245,粗大ごみ,破砕,,機能なし
阿武町リサイクルセンター,"[131.471436, 34.503326]",山口県阿武郡阿武町,阿武町(山口県),53,11,無し,11,粗大ごみ・不燃ごみ・その他・資源ごみ,併用,,機能なし
熊南総合事務組合資源活用センター,"[140.99173, 37.389839]",福島県大熊町熊,熊南総合事務組合(山口県),253,,無し,,粗大ごみ,併用,,機能なし
恋路クリーンセンター,"[137.237808, 37.368469]",石川県能登町恋路,周南地区衛生施設組合(山口県),6043,,無し,,粗大ごみ,破砕,,機能なし
阿南市クリーンセンター,"[134.659744, 33.922031]",徳島県阿南市,阿南市(徳島県),0,0,無し,0,粗大ごみ,破砕,休止,機能なし
那賀町清掃センター,"[134.496643, 33.857437]",徳島県那賀郡那賀町,那賀町(徳島県),0,,無し,,粗大ごみ・不燃ごみ・資源ごみ,併用,休止,機能なし
那賀町クリーンセンター,"[134.496643, 33.857437]",徳島県那賀郡那賀町,那賀町(徳島県),286,88,無し,88,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
松茂町第二環境センター,"[134.580612, 34.133774]",徳島県松茂町,松茂町(徳島県),1027,756,無し,756,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
中央広域環境センター,"[141.877472, 43.554691]",北海道新十津川町中央,中央広域環境施設組合(徳島県),738,32,無し,32,粗大ごみ・不燃ごみ,破砕,,機能なし
清掃センター,"[136.744186, 35.407257]",岐阜県岐阜市清,みよし広域連合(徳島県),1199,363,無し,363,粗大ごみ・不燃ごみ,併用,,機能なし
高松市西部クリーンセンター,"[134.047974, 34.349865]",香川県高松市西の丸町,高松市(香川県),8058,749,無し,749,粗大ごみ・不燃ごみ,併用,,機能なし
松山市南クリーンセンター,"[132.703964, 33.827938]",愛媛県松山市南吉田町,松山市(愛媛県),5984.2,1194.79,無し,1194.79,粗大ごみ,併用,,機能なし
新居浜市清掃センター,"[133.311539, 33.961494]",愛媛県新居浜市清住町,新居浜市(愛媛県),4163,555.89,有り,555.89,粗大ごみ,併用,,機能なし
西条市道前クリーンセンター,"[133.181122, 33.919495]",愛媛県西条市,西条市(愛媛県),3885,1055,無し,1055,粗大ごみ・不燃ごみ,併用,,機能なし
四国中央市クリーンセンター,"[133.549988, 33.980591]",愛媛県四国中央市,四国中央市(愛媛県),3315,528,有り,528,粗大ごみ・不燃ごみ,破砕,,機能なし
愛南町環境衛生センター,"[132.583389, 32.962494]",愛媛県愛南町,愛南町(愛媛県),0,0,無し,0,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
伊予地区清掃センター,"[132.703842, 33.757866]",愛媛県伊予郡,伊予地区ごみ処理施設管理組合(愛媛県),140,0,無し,0,粗大ごみ,破砕,,機能なし
宇和島地区広域事務組合　環境センター,"[132.560608, 33.223282]",愛媛県宇和島市,宇和島地区広域事務組合(愛媛県),876,441,無し,441,粗大ごみ・不燃ごみ,破砕,,機能なし
安芸市一般廃棄物最終処分場,"[133.906738, 33.502434]",高知県安芸市,安芸市(高知県),1225,766,有り,766,粗大ごみ・不燃ごみ,破砕,,機能なし
土佐市北原クリーンセンター粗大ごみ処理施設,"[133.388092, 33.492653]",高知県土佐市北地,土佐市(高知県),877,162,無し,162,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
土佐市北原クリーンセンター粗大ごみ圧縮機,"[133.388092, 33.492653]",高知県土佐市北地,土佐市(高知県),7,7,無し,7,粗大ごみ・資源ごみ,圧縮,,機能なし
高吾北清掃センター粗大ごみ処理施設,"[140.37767, 35.885433]",千葉県成田市高,高吾北広域町村事務組合(高知県),447,116,無し,116,粗大ごみ・不燃ごみ,併用,,機能なし
嶺北広域清掃センター粗大ゴミ処理工場,"[138.842621, 36.318661]",群馬県安中市嶺,嶺北広域行政事務組合(高知県),448,188,無し,188,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
福岡市東部資源化センター,"[130.417496, 33.617779]",福岡県福岡市東区,福岡市(福岡県),9087.65,2649.98,有り,2649.98,粗大ごみ・不燃ごみ・資源ごみ,破砕,,機能なし
福岡市西部資源化センター,"[130.323059, 33.582779]",福岡県福岡市西区,福岡市(福岡県),16196.46,5840.03,有り,5840.03,粗大ごみ・不燃ごみ・資源ごみ,破砕,,機能なし
福岡市西部工場粗大ごみ処理施設,"[130.323059, 33.582779]",福岡県福岡市西区,福岡市(福岡県),,,有り,,粗大ごみ・可燃ごみ,破砕,,機能なし
福岡市臨海工場粗大ごみ処理施設,"[130.401672, 33.59]",福岡県福岡市,福岡市(福岡県),2956.66,,有り,,粗大ごみ・可燃ごみ,破砕,,機能なし
久留米市上津クリーンセンター,"[130.526886, 33.288002]",福岡県久留米市上津,久留米市(福岡県),3470.81,,無し,,粗大ごみ・可燃ごみ,破砕,,機能なし
久留米市宮ノ陣クリーンセンター,"[130.529633, 33.33009]",福岡県久留米市宮ノ陣,久留米市(福岡県),1534.51,,無し,,粗大ごみ,破砕,,機能なし
久留米市宮ノ陣クリーンセンター,"[130.529633, 33.33009]",福岡県久留米市宮ノ陣,久留米市(福岡県),1647.7,,無し,,粗大ごみ・不燃ごみ,破砕,,機能なし
太宰府市環境美化センター,"[130.523895, 33.512779]",福岡県太宰府市,太宰府市(福岡県),1575,980,無し,980,粗大ごみ・不燃ごみ・その他・資源ごみ,併用,,機能なし
泉水最終処分場,"[139.57576, 35.802353]",埼玉県朝霞市泉水,宮若市外二町じん芥処理施設組合(福岡県),959,,無し,,粗大ごみ,併用,,機能なし
八女西部クリーンセンター,"[130.557785, 33.211945]",福岡県八女郡,八女西部広域事務組合(福岡県),451,119,無し,119,粗大ごみ・不燃ごみ,併用,,機能なし
みやこ処理場,"[130.920563, 33.699165]",福岡県みやこ,行橋市・みやこ町清掃施設組合(福岡県),3183,,無し,,粗大ごみ・可燃ごみ,破砕,,機能なし
遠賀・中間リレーセンター,"[130.668335, 33.848057]",福岡県遠賀郡,遠賀・中間地域広域行政事務組合(福岡県),2917,596,無し,596,粗大ごみ・不燃ごみ,併用,,機能なし
春日大野城リサイクルプラザ,"[141.016708, 38.35358]",宮城県利府町春日大沢,春日大野城衛生施設組合(福岡県),3423,2642,無し,2642,粗大ごみ・不燃ごみ・資源ごみ,併用,,修理・展示・販売・譲渡
田川市川崎町清掃センター,"[130.793777, 33.642696]",福岡県田川市川宮,田川地区清掃施設組合(福岡県),1096,18,無し,18,粗大ごみ・不燃ごみ,破砕,,機能なし
リサイクルセンター,"[141.201093729722, 39.7737528447222]",リサイクルセンター,ふくおか県央環境広域施設組合(福岡県),1464,,無し,,粗大ごみ・不燃ごみ・資源ごみ,破砕,,展示
飯塚市クリーンセンターリサイクルプラザ,"[130.691254, 33.646446]",福岡県飯塚市,ふくおか県央環境広域施設組合(福岡県),1793,178,無し,178,粗大ごみ・不燃ごみ,併用,,機能なし
桂苑,"[144.399475, 43.004066]",北海道釧路町桂,ふくおか県央環境広域施設組合(福岡県),1201,251,無し,251,粗大ごみ・不燃ごみ・資源ごみ,破砕,,機能なし
佐賀市移動式破砕機,"[130.300888, 33.263512]",佐賀県佐賀市,佐賀市(佐賀県),71,0,無し,0,粗大ごみ,併用,,機能なし
唐津市清掃センター,"[129.968201, 33.450092]",佐賀県唐津市,唐津市(佐賀県),3566,1305,無し,1305,粗大ごみ・不燃ごみ・資源ごみ,併用,,修理・展示・譲渡
東工場粗大ごみ処理施設,"[141.363617, 43.076111]",北海道札幌市東区,長崎市(長崎県),0,0,無し,0,粗大ごみ・不燃ごみ,併用,,機能なし
佐世保市西部クリーンセンター粗大・不燃物処理施設,"[129.710861, 33.176353]",長崎県佐世保市西大久保町,佐世保市(長崎県),4150,,無し,,粗大ごみ・不燃ごみ,併用,,機能なし
大村市環境センター,"[129.958328, 32.900002]",長崎県大村市,大村市(長崎県),3639,,無し,,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
水俣市環境クリーンセンター(破砕機),"[130.408615, 32.211746]",熊本県水俣市,水俣市(熊本県),439,138,無し,138,粗大ごみ,併用,,機能なし
小峰クリーンセンター,"[130.773392, 32.801529]",熊本県熊本市東区小峯,山都町(熊本県),232,58,無し,58,粗大ごみ・不燃ごみ,併用,,機能なし
御船甲佐クリーンセンター,"[130.801895, 32.714584]",熊本県御船,御船町甲佐町衛生施設組合(熊本県),214,166,無し,166,粗大ごみ,破砕,,機能なし
益城クリーンセンター,"[130.817017, 32.80061]",熊本県益城,益城、嘉島、西原環境衛生施設組合(熊本県),517,4,無し,4,粗大ごみ,破砕,,機能なし
山鹿植木広域行政事務組合リサイクルプラザ,"[130.667374, 33.905807]",福岡県芦屋町山鹿,山鹿植木広域行政事務組合(熊本県),2727,2583,無し,2583,粗大ごみ・資源ごみ,併用,,機能なし
人吉球磨クリーンプラザ（リサイクル工場）,"[130.760162, 32.205631]",熊本県人吉市,人吉球磨広域行政組合(熊本県),2373,900,無し,900,粗大ごみ・不燃ごみ・資源ごみ,破砕,,機能なし
東部環境センター,"[139.490707, 36.010334]",埼玉県川島町東部,有明広域行政事務組合(熊本県),685,685,無し,685,粗大ごみ・不燃ごみ,破砕,,機能なし
本渡地区清掃センター(不燃ごみ処理施設),"[135.220779, 34.178795]",和歌山県和歌山市本渡,天草広域連合(熊本県),2658,,無し,,粗大ごみ・不燃ごみ,破砕,,機能なし
松島地区清掃センター(不燃ごみ処理施設),"[141.067368, 38.380192]",宮城県宮城郡松島町,天草広域連合(熊本県),692,,無し,,粗大ごみ・不燃ごみ,破砕,,機能なし
中津市クリーンプラザ,"[131.188339, 33.598331]",大分県中津市,中津市(大分県),1819,272,無し,272,粗大ごみ,併用,,機能なし
臼杵市清掃センター,"[131.804718, 33.125832]",大分県臼杵市,臼杵市(大分県),1389,232,無し,232,粗大ごみ・不燃ごみ・混合（未分別）ごみ・可燃ごみ・資源ごみ,破砕,,機能なし
豊後大野市清掃センター,"[131.50827, 32.954296]",大分県豊後大野市清川町三玉,豊後大野市(大分県),953,333,無し,333,粗大ごみ・不燃ごみ・可燃ごみ・資源ごみ,併用,,機能なし
玖珠清掃センター,"[131.151382, 33.283333]",大分県玖珠郡,玖珠九重行政事務組合(大分県),231,135.09,無し,135.09,粗大ごみ・不燃ごみ,併用,,機能なし
延岡市清掃工場粗大ごみ処理施設,"[131.66507, 32.582176]",宮崎県延岡市,延岡市(宮崎県),2808,714,無し,714,粗大ごみ・不燃ごみ,破砕,,機能なし
えびの市美化センター,"[130.811111, 32.045555]",宮崎県えびの市,えびの市(宮崎県),449,99,無し,99,粗大ごみ・不燃ごみ,破砕,,機能なし
門川町粗大ごみ破砕処理施設,"[131.646469, 32.470913]",宮崎県東臼杵郡門川町,門川町(宮崎県),0,0,無し,0,粗大ごみ・不燃ごみ,併用,,機能なし
鹿児島市粗大ごみ処理施設,"[130.557022, 31.596861]",鹿児島県鹿児島市,鹿児島市(鹿児島県),6158,907.09,無し,907.09,粗大ごみ,破砕,,機能なし
川内クリーンセンター,"[141.849731, 43.255219]",北海道三笠市川内,薩摩川内市(鹿児島県),3267,658,無し,658,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
日置市クリーン・リサイクルセンター,"[130.40239, 31.633722]",鹿児島県日置市,日置市(鹿児島県),1141,436,無し,436,粗大ごみ・不燃ごみ,併用,,展示・譲渡
曽於市クリーンセンター,"[131.019165, 31.65361]",鹿児島県曽於市,曽於市(鹿児島県),1735,172,無し,172,粗大ごみ・不燃ごみ,破砕,,機能なし
串木野環境センター,"[135.587494, 33.665939]",和歌山県田辺市串,いちき串木野市(鹿児島県),912,181,無し,181,粗大ごみ・不燃ごみ,併用,,販売
大口リサイクルプラザ,"[141.888824, 39.37051]",岩手県大槌町大ケ口,伊佐市(鹿児島県),611,160,無し,160,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
さつま町クリーンセンター,"[130.45578, 31.905766]",鹿児島県さつま町,さつま町(鹿児島県),493,,無し,,粗大ごみ・不燃ごみ,併用,,機能なし
屋久島クリーンサポートセンター,"[130.651108, 30.390165]",鹿児島県屋久島,屋久島町(鹿児島県),581,119,無し,119,粗大ごみ・不燃ごみ,併用,,機能なし
与論町リサイクルセンター,"[128.421631, 27.044947]",鹿児島県大島郡与論町,与論町(鹿児島県),137,,無し,,粗大ごみ・不燃ごみ・その他・資源ごみ,圧縮,,機能なし
指宿広域クリーンセンター,"[130.633057, 31.252777]",鹿児島県指宿市,指宿広域市町村圏組合(鹿児島県),656,408,無し,408,粗大ごみ・不燃ごみ・混合（未分別）ごみ・資源ごみ,併用,,機能なし
名瀬クリーンセンター,"[129.4832, 28.330383]",鹿児島県奄美市名瀬,大島地区衛生組合(鹿児島県),3596,591,無し,591,粗大ごみ・不燃ごみ,併用,,機能なし
沖永良部クリーンセンター,"[140.466461, 40.745602]",青森県鶴田町沖,沖永良部衛生管理組合(鹿児島県),539,504,無し,504,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
北薩広域行政事務組合リサイクルセンター,"[141.340973, 43.090778]",北海道札幌市北区,北薩広域行政事務組合(鹿児島県),1205,375,無し,375,粗大ごみ・不燃ごみ,併用,,機能なし
種子島清掃センター,"[136.762207, 36.724594]",石川県津幡町種,種子島地区広域事務組合(鹿児島県),627,107,無し,107,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
徳之島愛ランドクリーンセンター,"[129.018616, 27.726667]",鹿児島県大島郡徳之島町,徳之島愛ランド広域連合(鹿児島県),157,106,無し,106,粗大ごみ,併用,,機能なし
浦添市クリーンセンター,"[127.72184, 26.245716]",沖縄県浦添市,浦添市(沖縄県),1014,81,無し,81,粗大ごみ・不燃ごみ,併用,,機能なし
名護市粗大ごみ処理場(容器包装プラスチック・PETボトル中間処理施設),"[127.977501, 26.591667]",沖縄県名護市,名護市(沖縄県),2403,2403,無し,2403,資源ごみ,圧縮,,機能なし
竹富町リサイクルセンター,"[124.088974, 24.326866]",沖縄県竹富町,竹富町(沖縄県),65,,無し,,粗大ごみ・不燃ごみ・その他,併用,,機能なし
金武地区消防衛生組合金武地区清掃センター,"[130.302185, 33.520981]",福岡県福岡市西区金武,金武地区消防衛生組合(沖縄県),114,,無し,,粗大ごみ・不燃ごみ,破砕,,機能なし
東部環境美化センター,"[139.490707, 36.010334]",埼玉県川島町東部,南部広域行政組合(沖縄県),437,,無し,,粗大ごみ,併用,,機能なし
島尻環境美化センター,"[139.887054, 35.67345]",千葉県市川市島尻,南部広域行政組合(沖縄県),656,294,無し,294,粗大ごみ,破砕,,機能なし
那覇・南風原クリーンセンター,"[127.679108, 26.212374]",沖縄県那覇市,那覇市・南風原町環境施設組合(沖縄県),1810.27,1507.54,無し,1507.54,粗大ごみ・不燃ごみ,破砕,,機能なし
